X,Date,Time,Player1,Player2,Sets_P1,Sets_P2,P1_G1,P2_G1,P1_G2,P2_G2,P1_G3,P2_G3,P1_G4,P2_G4,P1_G5,P2_G5,HomeWinner,P1_WinRate,P2_WinRate,P1_Elo,P2_Elo,Elo_Diff,P1_Streak,P2_Streak,Series_Type
22415,9/20/2022,18:25:00,Verbianyi V.,Oanza M.,3,0,11,7,12,10,11,9,,,,,1,0.7859,0.4388,1663.2,1027.8,635.4000000000001,6,0,Sweep
22416,9/20/2022,18:30:00,Kostyv M.,Dukhovenko O.,2,3,10,12,11,7,6,11,11.0,5.0,8.0,11.0,0,0.7222,0.6626,1088.0,1386.9,-298.9000000000001,1,2,Neck & Neck
22417,9/20/2022,18:35:00,Burdelnyi S.,Rak S.,0,3,9,11,2,11,7,11,,,,,0,0.3158,0.8357,933.3,1873.6,-940.3,1,8,Sweep
22418,9/20/2022,18:35:00,Tkachov S.,Potapov M.,0,3,6,11,8,11,5,11,,,,,0,0.4055,0.5574,878.3,1255.2,-376.9000000000001,0,1,Sweep
22419,9/20/2022,18:40:00,Motrunych I.,Emets I.,3,0,11,3,11,9,11,8,,,,,1,0.641,0.5,1106.8,998.7,108.09999999999991,0,2,Sweep
22420,9/20/2022,18:40:00,Malecek O.,Ni I.,3,0,11,6,11,7,11,8,,,,,1,0.6628,0.5238,1390.7,1029.8,360.9000000000001,0,0,Sweep
22421,9/20/2022,18:45:00,Danyliuk N.,Pyrtyk B.,3,0,11,6,12,10,11,4,,,,,1,0.7948,0.35,1714.6,931.0,783.5999999999999,5,1,Sweep
22422,9/20/2022,18:55:00,Potapov M.,Kuprykov S.,0,3,7,11,9,11,10,12,,,,,0,0.5592,0.7872,1257.7,1574.4,-316.70000000000005,2,3,Sweep
22423,9/20/2022,19:00:00,Korobov A.,Tymchenko V.,3,1,11,9,11,5,9,11,12.0,10.0,,,1,0.4286,0.4386,1019.8,1014.3,5.5,0,0,Secure
22424,9/20/2022,19:00:00,Titov A.,Vasek J.,3,0,11,8,12,10,11,9,,,,,1,0.5303,0.2727,1143.5,961.1,182.39999999999998,0,0,Sweep
22425,9/20/2022,19:00:00,Skrypnyk O.,Babenko P.,1,3,8,11,5,11,11,9,7.0,11.0,,,0,0.504,0.678,1298.1,1612.8,-314.70000000000005,0,0,Secure
22426,9/20/2022,19:05:00,Smyrnov M.,Torba R.,0,3,8,11,8,11,8,11,,,,,0,0.3293,0.8309,940.4,1727.6,-787.1999999999999,0,6,Sweep
22427,9/20/2022,19:10:00,Bindas O.,Brozek M.,3,0,11,8,11,7,12,10,,,,,1,0.8147,0.7564,1750.5,1564.8,185.70000000000005,0,1,Sweep
22428,9/20/2022,19:10:00,Hovorunets O.,Shkepu S.,3,0,11,6,11,5,11,6,,,,,1,0.6162,0.2674,1417.0,828.2,588.8,0,0,Sweep
22429,9/20/2022,19:15:00,Culak J.,Hruska J.,3,2,11,8,11,9,7,11,10.0,12.0,11.0,8.0,1,0.4783,0.5,1031.3,1010.8,20.5,0,2,Secure
22430,9/20/2022,19:20:00,Zhurba A.,Dukhovenko O.,3,0,11,7,11,8,11,9,,,,,1,0.881,0.6634,1723.2,1390.5,332.70000000000005,1,3,Sweep
22431,9/20/2022,19:30:00,Shkepu S.,Danyliuk N.,0,3,9,11,11,13,7,11,,,,,0,0.2644,0.7951,827.4,1714.9,-887.5000000000001,0,6,Sweep
22432,9/20/2022,19:30:00,Dlask M.,Kuprykov S.,0,3,7,11,8,11,9,11,,,,,0,0.6923,0.7877,1043.8,1577.7,-533.9000000000001,0,4,Sweep
22433,9/20/2022,19:30:00,S. K.,Brozek M.,0,3,9,11,7,11,8,11,,,,,0,0.0,0.7536,999.1,1558.7,-559.6,0,0,Sweep
22434,9/20/2022,19:35:00,Lyevshyn V.,Sokolov S.,3,2,9,11,11,6,11,8,8.0,11.0,11.0,7.0,1,0.8951,0.8663,2021.3,1960.1,61.200000000000045,40,1,Secure
22435,9/20/2022,19:35:00,Babenko P.,Malecek O.,3,1,11,5,11,8,11,13,11.0,6.0,,,1,0.6787,0.6641,1616.2,1393.4,222.79999999999995,1,1,Secure
22436,9/20/2022,19:40:00,Hnoievoi R.,Bindas O.,0,3,10,12,1,11,5,11,,,,,0,0.3008,0.815,787.3,1756.6,-969.3,0,1,Sweep
22437,9/20/2022,19:40:00,Torba R.,Hryshchenko O.,3,1,11,7,11,5,8,11,11.0,5.0,,,1,0.8312,0.6192,1727.9,1407.0,320.9000000000001,7,4,Secure
22439,9/20/2022,19:45:00,Dukhovenko O.,Horak D.,2,3,8,11,8,11,12,10,11.0,7.0,9.0,11.0,0,0.6618,0.5192,1387.4,1158.4,229.0,0,0,Secure
22438,9/20/2022,19:45:00,Fedoryshyn I.,Verbianyi V.,3,0,12,10,11,7,11,7,,,,,1,0.7993,0.7864,1714.0,1663.8,50.200000000000045,4,7,Sweep
22440,9/20/2022,20:05:00,Dlask M.,Korobko V.,0,3,9,11,9,11,6,11,,,,,0,0.6429,0.6605,1042.7,1414.0,-371.29999999999995,0,0,Sweep
22441,9/20/2022,20:05:00,L. D.,Kuprykov S.,0,3,8,11,6,11,4,11,,,,,0,0.0,0.7883,995.6,1578.8,-583.1999999999999,0,5,Sweep
22442,9/20/2022,20:15:00,Lukes T.,Gudimenko E.,3,1,11,8,11,9,10,12,11.0,7.0,,,1,0.4757,0.5459,1166.3,1096.6,69.70000000000005,1,0,Secure
22443,9/20/2022,20:15:00,Bindas O.,Novikov V.,3,0,11,5,11,9,11,8,,,,,1,0.8154,0.4524,1756.7,940.9,815.8000000000001,2,0,Sweep
22444,9/20/2022,20:30:00,Bandik M.,Chelpanov S.,0,3,3,11,10,12,7,11,,,,,0,0.6667,0.6816,1055.7,1552.0,-496.29999999999995,0,4,Sweep
22445,9/20/2022,20:35:00,Verbianyi V.,Bindas O.,3,2,11,8,11,13,13,11,10.0,12.0,11.0,6.0,1,0.7845,0.8157,1653.6,1756.9,-103.30000000000018,0,3,Neck & Neck
22446,9/20/2022,20:35:00,Loboda M.,Korobko V.,1,3,13,11,7,11,5,11,14.0,16.0,,,0,0.56,0.6613,1271.9,1416.5,-144.5999999999999,1,1,Secure
22447,9/20/2022,20:40:00,Chalupa J.,Horak D.,0,3,8,11,9,11,12,14,,,,,0,0.4648,0.5223,998.9,1177.3,-178.39999999999998,0,1,Sweep
22448,9/20/2022,21:00:00,Lukes T.,Zhurba A.,0,3,8,11,6,11,5,11,,,,,0,0.4783,0.8812,1175.9,1726.2,-550.3,2,2,Sweep
22449,9/20/2022,21:00:00,K. Z.,Konkulovskyi R.,1,3,11,7,9,11,7,11,4.0,11.0,,,0,0.0,0.5431,983.8,1245.5,-261.70000000000005,0,0,Secure
22450,9/20/2022,21:05:00,Verbianyi V.,Torba R.,3,1,11,9,5,11,11,8,11.0,6.0,,,1,0.785,0.8315,1669.0,1731.1,-62.09999999999991,1,8,Secure
22453,9/20/2022,21:10:00,Danyliuk N.,Skorobahatyi Y.,3,0,11,6,11,5,11,9,,,,,1,0.7955,0.5385,1715.0,1069.3,645.7,7,1,Sweep
22454,9/20/2022,21:10:00,Chaikovskyi B.,Gudimenko E.,1,3,11,9,9,11,7,11,4.0,11.0,,,0,0.3115,0.543,811.6,1087.0,-275.4,0,0,Secure
22451,9/20/2022,21:10:00,Hryshchenko O.,Hrymovskyi O.,3,0,11,9,11,7,11,8,,,,,1,0.618,0.3403,1403.7,864.9,538.8000000000001,0,0,Sweep
22452,9/20/2022,21:10:00,Zachar M.,Oanza M.,0,3,5,11,7,11,8,11,,,,,0,0.3636,0.4343,981.2,1027.2,-46.0,1,0,Sweep
22455,9/20/2022,21:15:00,Babenko P.,Nizioc I.,3,0,11,6,11,9,11,9,,,,,1,0.6795,0.3478,1621.4,921.2,700.2,2,0,Sweep
22456,9/20/2022,21:20:00,Zhurba A.,Ni I.,3,0,11,6,11,8,11,8,,,,,1,0.8815,0.5156,1727.2,1027.1,700.1000000000001,3,0,Sweep
22457,9/20/2022,21:20:00,Lukes T.,Sokolov S.,0,3,9,11,7,11,7,11,,,,,0,0.476,0.8648,1175.0,1950.2,-775.2,0,0,Sweep
22458,9/20/2022,21:20:00,Chelpanov S.,Yakubov M.,3,0,12,10,16,14,12,10,,,,,1,0.6822,0.449,1553.3,1014.4,538.9,5,0,Sweep
22459,9/20/2022,21:25:00,Okopnyi V.,Mihalachi I.,1,3,6,11,6,11,11,9,7.0,11.0,,,0,0.3109,0.1818,797.6,911.2,-113.60000000000002,0,0,Secure
22460,9/20/2022,21:25:00,Hrstka T.,Chepurnyi A.,3,0,11,6,11,7,11,8,,,,,1,0.4783,0.3951,1040.9,947.2,93.70000000000005,0,0,Sweep
22461,9/20/2022,21:30:00,Hryshchenko O.,Hovorunets O.,3,0,11,9,11,7,12,10,,,,,1,0.6188,0.6169,1404.7,1417.8,-13.099999999999909,1,1,Sweep
22462,9/20/2022,21:30:00,Verbianyi V.,Fedoryshyn I.,2,3,12,14,8,11,11,9,11.0,7.0,11.0,13.0,0,0.7855,0.7996,1683.2,1724.3,-41.09999999999991,2,5,Secure
22463,9/20/2022,21:30:00,Stukalov V.,Ziakun O.,2,3,6,11,8,11,11,9,11.0,6.0,10.0,12.0,0,0.4111,0.3091,928.4,851.5,76.89999999999998,0,0,Secure
22464,9/20/2022,21:40:00,Chuliukov S.,Tkachov S.,1,3,10,12,11,8,10,12,9.0,11.0,,,0,0.3824,0.4039,935.0,875.8,59.200000000000045,0,0,Secure
22467,9/20/2022,21:45:00,Kuprykov S.,Zop S.,3,0,11,4,12,10,11,7,,,,,1,0.7888,0.4,1579.6,1004.8,574.8,6,1,Sweep
22468,9/20/2022,21:45:00,Melnik V.,Hovorunets S.,3,0,11,8,11,9,12,10,,,,,1,0.8842,0.6674,1991.6,1322.8,668.8,23,1,Sweep
22466,9/20/2022,21:45:00,Sklyarenko A.,Loboda M.,3,2,7,11,11,9,7,11,11.0,6.0,14.0,12.0,1,0.3438,0.5575,894.3,1264.6,-370.29999999999995,0,0,Secure
22465,9/20/2022,21:45:00,Titov A.,Yakubov M.,3,2,9,11,11,8,7,11,11.0,7.0,11.0,8.0,1,0.5338,0.44,1149.7,1013.3,136.4000000000001,1,0,Secure
22469,9/21/2022,8:00:00,Hot S.,Baday M.,0,3,6,11,9,11,7,11,,,,,0,0.5429,0.9209,1159.1,1869.9,-710.8000000000002,1,2,Sweep
22470,9/21/2022,8:05:00,Samofal Y.,Bohach S.,3,0,11,9,12,10,11,6,,,,,1,0.7585,0.5319,1595.1,1076.2,518.8999999999999,0,1,Sweep
22471,9/21/2022,8:05:00,Lipkan D.,Hryshchenko O.,2,3,6,11,11,7,4,11,13.0,11.0,7.0,11.0,0,0.5904,0.6195,1236.9,1417.2,-180.29999999999995,0,2,Neck & Neck
22472,9/21/2022,8:10:00,Korobko V.,Chelpanov S.,0,3,8,11,8,11,12,14,,,,,0,0.6621,0.6828,1423.8,1554.3,-130.5,2,6,Sweep
22473,9/21/2022,8:15:00,Lobas V.,Sokoltsov Y.,1,3,11,9,9,11,5,11,9.0,11.0,,,0,0.4454,0.481,976.1,1071.5,-95.39999999999998,0,0,Secure
22474,9/21/2022,8:15:00,Cuba M.,Pospisil A.,3,1,6,11,12,10,12,10,11.0,7.0,,,1,0.4615,0.2917,1029.1,969.6,59.499999999999886,1,0,Secure
22475,9/21/2022,8:15:00,Rak S.,Hlaholev M.,3,0,11,8,11,5,11,9,,,,,1,0.836,0.4103,1873.8,1015.1,858.6999999999999,9,0,Sweep
22476,9/21/2022,8:20:00,Lushchyk A.,Hot S.,3,0,11,2,11,4,11,6,,,,,1,0.8056,0.539,1608.0,1158.7,449.29999999999995,4,0,Sweep
22477,9/21/2022,8:25:00,Yurchenko K.,Sokolov S.,1,3,4,11,11,6,3,11,6.0,11.0,,,0,0.5827,0.8651,1435.0,1950.5,-515.5,0,1,Secure
22478,9/21/2022,8:30:00,Dovzhenko S.,Tupyk M.,3,1,9,11,11,7,11,9,11.0,8.0,,,1,0.4946,0.3481,1096.0,874.0,222.0,1,0,Secure
22479,9/21/2022,8:30:00,Fedoryshyn I.,Sachuk S.,3,0,11,9,13,11,11,6,,,,,1,0.8,0.5545,1734.9,1151.4,583.5,6,0,Sweep
22480,9/21/2022,8:30:00,Lipkan D.,Lukes T.,2,3,11,8,10,12,11,6,7.0,11.0,8.0,11.0,0,0.5882,0.4737,1230.7,1174.7,56.0,0,0,Secure
22481,9/21/2022,8:35:00,Rak S.,Mischenko S.,3,0,11,8,14,12,11,6,,,,,1,0.8362,0.5096,1873.9,1144.8,729.1000000000001,10,0,Sweep
22482,9/21/2022,8:40:00,Torba R.,Baday M.,3,1,12,10,6,11,12,10,11.0,6.0,,,1,0.83,0.9211,1717.0,1870.3,-153.29999999999995,0,3,Secure
22483,9/21/2022,8:45:00,Mishchenko O.,Slozka V.,0,3,6,11,7,11,10,12,,,,,0,0.5799,0.8422,1380.4,1812.7,-432.29999999999995,5,23,Sweep
22484,9/21/2022,8:50:00,Sokoltsov Y.,Yurchenko K.,0,3,8,11,5,11,8,11,,,,,0,0.4843,0.5817,1080.3,1433.9,-353.60000000000014,1,0,Sweep
22485,9/21/2022,8:55:00,Chelpanov S.,Gogora M.,3,0,11,7,11,7,11,7,,,,,1,0.6834,0.2963,1562.0,951.7,610.3,7,0,Sweep
22486,9/21/2022,8:55:00,Dukhovenko O.,Pospisil A.,3,0,11,8,11,6,13,11,,,,,1,0.6601,0.28,1368.5,959.7,408.79999999999995,0,0,Sweep
22487,9/21/2022,8:55:00,Mischenko S.,Lobas V.,3,1,11,9,5,11,11,8,11.0,9.0,,,1,0.5076,0.4417,1144.4,967.3,177.10000000000014,0,0,Secure
22488,9/21/2022,9:10:00,Hot S.,Sokoltsov Y.,3,0,11,7,11,7,11,9,,,,,1,0.5352,0.4813,1157.0,1077.5,79.5,0,0,Sweep
22489,9/21/2022,9:15:00,Konkulovskyi R.,Zhurba A.,0,3,6,11,4,11,1,11,,,,,0,0.5448,0.8817,1249.9,1727.6,-477.6999999999998,1,4,Sweep
22490,9/21/2022,9:20:00,Samofal Y.,Dukhovenko O.,3,1,8,11,11,4,11,7,11.0,9.0,,,1,0.7591,0.661,1596.3,1370.6,225.70000000000005,1,1,Secure
22491,9/21/2022,9:20:00,Chelpanov S.,Bambutsa R.,3,0,11,6,12,10,11,9,,,,,1,0.684,0.3333,1562.7,873.5,689.2,8,1,Sweep
22492,9/21/2022,9:25:00,Hryshchenko O.,Korobko V.,1,3,7,11,10,12,12,10,10.0,12.0,,,0,0.6203,0.6606,1423.5,1416.1,7.400000000000091,3,0,Secure
22493,9/21/2022,9:30:00,Baday M.,Yurkov A.,3,0,16,14,11,5,11,4,,,,,1,0.9193,0.3929,1853.3,979.8,873.5,0,0,Sweep
22494,9/21/2022,9:35:00,Zhurba A.,Fedoryshyn I.,1,3,11,9,7,11,10,12,7.0,11.0,,,0,0.882,0.8004,1729.1,1735.7,-6.600000000000136,5,7,Secure
22495,9/21/2022,9:40:00,Danyliuk N.,Torba R.,3,0,11,4,11,8,11,9,,,,,1,0.7958,0.8303,1715.6,1734.0,-18.40000000000009,8,1,Sweep
22496,9/21/2022,9:40:00,Mishchenko O.,Rak S.,0,3,4,11,10,12,4,11,,,,,0,0.5784,0.8365,1378.5,1874.3,-495.79999999999995,0,11,Sweep
22497,9/21/2022,9:40:00,Lipkan D.,Chelpanov S.,1,3,9,11,6,11,11,7,6.0,11.0,,,0,0.5861,0.6846,1216.7,1563.2,-346.5,0,9,Secure
22498,9/21/2022,9:45:00,Skoryk O.,Slozka V.,0,3,8,11,8,11,10,12,,,,,0,0.6742,0.8425,1335.1,1814.6,-479.5,1,24,Sweep
22499,9/21/2022,9:45:00,Lushchyk A.,Sokoltsov Y.,3,0,12,10,11,7,11,7,,,,,1,0.806,0.4783,1609.7,1068.2,541.5,5,0,Sweep
22500,9/21/2022,10:00:00,Yurchenko K.,Yaremenko R.,1,3,9,11,11,5,9,11,12.0,14.0,,,0,0.5824,0.6421,1436.6,1459.8,-23.200000000000045,1,0,Secure
22501,9/21/2022,10:05:00,Kobets V.,Paniivan H.,3,0,11,7,11,5,11,9,,,,,1,0.2157,0.1803,862.8,768.4,94.39999999999998,0,0,Sweep
22502,9/21/2022,10:10:00,Buianover H.,Stacho L.,1,3,7,11,11,7,5,11,8.0,11.0,,,0,0.3261,0.3846,899.1,950.3,-51.19999999999993,0,0,Secure
22503,9/21/2022,10:10:00,Konkulovskyi R.,Korobov A.,3,0,11,4,11,8,12,10,,,,,1,0.5428,0.434,1248.4,1031.6,216.80000000000018,0,1,Sweep
22504,9/21/2022,10:15:00,Lyevshyn V.,Chelpanov S.,3,1,11,8,11,6,6,11,12.0,10.0,,,1,0.8952,0.6852,2031.2,1566.0,465.20000000000005,41,10,Secure
22505,9/21/2022,10:15:00,Hryshchenko O.,Skoryk O.,3,2,9,11,5,11,11,8,12.0,10.0,11.0,9.0,1,0.619,0.6692,1411.2,1333.7,77.5,0,0,Comeback
22506,9/21/2022,10:20:00,Slozka V.,Sokolov S.,0,3,7,11,7,11,7,11,,,,,0,0.8429,0.8653,1816.0,1951.7,-135.70000000000005,25,2,Sweep
22507,9/21/2022,10:35:00,Mishchenko O.,Chelpanov S.,0,3,8,11,6,11,9,11,,,,,0,0.5768,0.6839,1377.2,1564.5,-187.29999999999995,0,0,Sweep
22508,9/21/2022,10:35:00,Hryshchenko O.,Lipkan D.,3,0,11,8,11,6,12,10,,,,,1,0.6198,0.5839,1420.6,1213.9,206.69999999999982,1,0,Sweep
22510,9/21/2022,10:40:00,Yaremenko R.,Danyliuk N.,1,3,9,11,13,11,7,11,6.0,11.0,,,0,0.6431,0.7961,1471.0,1728.2,-257.20000000000005,1,9,Secure
22509,9/21/2022,10:40:00,Yurchenko K.,Lyevshyn V.,0,3,5,11,10,12,9,11,,,,,0,0.5815,0.8954,1425.4,2032.8,-607.3999999999999,0,42,Sweep
22511,9/21/2022,11:00:00,Hryshchenko O.,Chelpanov S.,1,3,10,12,11,13,11,8,5.0,11.0,,,0,0.6206,0.6845,1426.2,1570.6,-144.39999999999986,2,1,Secure
22512,9/21/2022,11:00:00,Barsa T.,Liska T.,1,3,12,10,4,11,10,12,9.0,11.0,,,0,0.3944,0.45,934.8,1015.8,-81.0,0,0,Secure
22513,9/21/2022,11:05:00,Korobko V.,Lipkan D.,3,0,12,10,11,9,11,6,,,,,1,0.6613,0.5818,1428.4,1208.3,220.10000000000014,1,0,Sweep
22514,9/21/2022,11:10:00,Yaremenko R.,Slozka V.,0,3,9,11,7,11,9,11,,,,,0,0.6413,0.8411,1466.5,1808.4,-341.9000000000001,0,0,Sweep
22515,9/21/2022,11:20:00,Rak S.,Udovenko I.,3,0,11,7,11,7,11,4,,,,,1,0.8368,0.5455,1875.6,1083.5,792.0999999999999,12,0,Sweep
22516,9/21/2022,11:35:00,Sokolov S.,Slozka V.,3,2,5,11,11,13,12,10,14.0,12.0,11.0,9.0,1,0.8655,0.8415,1959.2,1811.4,147.79999999999995,3,1,Comeback
22517,9/21/2022,11:35:00,Stukalov V.,Dukhovenko O.,0,3,8,11,7,11,7,11,,,,,0,0.4066,0.6594,913.8,1365.4,-451.60000000000014,0,0,Sweep
22518,9/21/2022,11:40:00,Tveritinov R.,Chelpanov S.,0,3,8,11,9,11,7,11,,,,,0,0.6142,0.6851,1365.9,1577.9,-212.0,1,2,Sweep
22519,9/21/2022,11:40:00,Dekhtiarenko A.,Yaremenko R.,1,3,11,6,7,11,8,11,8.0,11.0,,,0,0.3514,0.6396,957.8,1463.6,-505.79999999999995,0,0,Secure
22520,9/21/2022,11:55:00,Samofal Y.,Hofmann M.,3,0,11,8,11,7,11,4,,,,,1,0.7596,0.4762,1601.4,1026.5,574.9000000000001,2,0,Sweep
22523,9/21/2022,12:00:00,Prus S.,Korobov A.,1,3,9,11,11,9,10,12,9.0,11.0,,,0,0.3276,0.4299,907.0,1026.2,-119.20000000000005,0,0,Secure
22522,9/21/2022,12:00:00,Chelpanov S.,Tveritinov R.,3,1,11,9,11,9,8,11,11.0,7.0,,,1,0.6857,0.6119,1583.3,1360.5,222.79999999999995,3,0,Secure
22521,9/21/2022,12:00:00,Sachuk S.,Konkulovskyi R.,2,3,11,8,4,11,8,11,16.0,14.0,9.0,11.0,0,0.5519,0.5444,1150.5,1253.8,-103.29999999999995,0,1,Secure
22524,9/21/2022,12:05:00,Hlaholev M.,Lobas V.,3,2,6,11,10,12,12,10,11.0,7.0,13.0,11.0,1,0.4076,0.438,1015.0,961.0,54.0,0,0,Comeback
22525,9/21/2022,12:15:00,Fedoryshyn I.,Kobets V.,3,0,12,10,11,7,13,11,,,,,1,0.8007,0.2308,1747.4,871.6,875.8000000000001,8,1,Sweep
22526,9/21/2022,12:15:00,Hovorunets S.,Dekhtiarenko A.,3,1,11,5,9,11,11,9,11.0,8.0,,,1,0.6659,0.3421,1322.3,956.5,365.79999999999995,0,0,Secure
22527,9/21/2022,12:20:00,Lyevshyn V.,Sokolov S.,1,3,10,12,11,8,5,11,9.0,11.0,,,0,0.8955,0.8657,2033.5,1966.4,67.09999999999991,43,4,Secure
22528,9/21/2022,12:20:00,Konkulovskyi R.,Yaremenko R.,1,3,6,11,11,8,5,11,8.0,11.0,,,0,0.5461,0.6405,1262.3,1464.8,-202.5,2,1,Secure
22529,9/21/2022,12:30:00,Torba R.,Danyliuk N.,3,0,13,11,11,9,11,8,,,,,1,0.8288,0.7964,1721.3,1732.7,-11.400000000000091,0,10,Sweep
22530,9/21/2022,12:30:00,Rak S.,Yurchenko K.,3,0,11,9,11,6,11,7,,,,,1,0.8371,0.5805,1875.8,1424.7,451.0999999999999,13,0,Sweep
22531,9/21/2022,12:30:00,Tveritinov R.,Mishchenko O.,0,3,9,11,7,11,9,11,,,,,0,0.6097,0.5753,1355.3,1371.1,-15.799999999999955,0,0,Sweep
22532,9/21/2022,12:30:00,Zhurba A.,Tkachenko K.,3,0,11,8,11,9,11,9,,,,,1,0.8801,0.3582,1717.3,948.2,769.0999999999999,0,0,Sweep
22533,9/21/2022,12:35:00,Baday M.,Hovorunets S.,3,0,11,5,12,10,11,7,,,,,1,0.9194,0.6667,1853.5,1324.9,528.5999999999999,1,1,Sweep
22534,9/21/2022,12:35:00,Leshchanka D.,Hryshchenko O.,0,3,7,11,9,11,8,11,,,,,0,0.3529,0.6193,970.3,1418.9,-448.60000000000014,0,0,Sweep
22535,9/21/2022,12:45:00,Samofal Y.,Plakhtyi B.,3,0,11,9,11,7,12,10,,,,,1,0.7602,0.6212,1602.3,1152.9,449.39999999999986,3,1,Sweep
22536,9/21/2022,12:50:00,Sokolov S.,Lipkan D.,3,0,11,9,11,5,11,8,,,,,1,0.866,0.5797,1980.7,1203.0,777.7,5,0,Sweep
22537,9/21/2022,12:50:00,Sokoltsov Y.,Khomutovskyi Y.,0,3,10,12,14,16,7,11,,,,,0,0.4753,0.3947,1067.2,954.3,112.90000000000009,0,1,Sweep
22538,9/21/2022,12:55:00,Fedoryshyn I.,Lukes T.,3,0,11,6,11,8,11,9,,,,,1,0.8011,0.4762,1747.6,1188.6,559.0,9,1,Sweep
22539,9/21/2022,13:00:00,Tveritinov R.,Sachuk S.,3,1,14,12,11,9,9,11,11.0,7.0,,,1,0.6074,0.5493,1343.8,1142.0,201.79999999999995,0,0,Secure
22540,9/21/2022,13:15:00,Cechvala R.,Hajek M.,3,0,11,9,11,7,12,10,,,,,1,0.4468,0.4444,989.0,1014.0,-25.0,0,0,Sweep
22541,9/21/2022,13:15:00,Yurchenko K.,Hryshchenko O.,3,1,6,11,11,7,11,8,11.0,9.0,,,1,0.5796,0.6201,1423.1,1420.6,2.5,0,1,Secure
22542,9/21/2022,13:20:00,Dukhovenko O.,Torba R.,0,3,8,11,6,11,6,11,,,,,0,0.6602,0.8291,1367.1,1733.7,-366.60000000000014,1,1,Sweep
22543,9/21/2022,13:20:00,Lushchyk A.,Vasylets A.,3,0,11,8,11,9,11,2,,,,,1,0.8065,0.3675,1610.7,833.1,777.6,6,0,Sweep
22544,9/21/2022,13:20:00,Zhurba A.,Vasylyshyn I.,3,0,11,7,11,9,11,6,,,,,1,0.8803,0.5185,1717.6,1026.7,690.8999999999999,1,0,Sweep
22545,9/21/2022,13:30:00,Hovorunets S.,Bouska M.,3,0,11,9,11,7,11,8,,,,,1,0.6652,0.7059,1323.8,1091.4,232.39999999999986,0,0,Sweep
22546,9/21/2022,13:40:00,Varga K.,Kolbasenko O.,0,3,6,11,10,12,9,11,,,,,0,0.4667,0.5217,1007.6,1162.7,-155.10000000000002,0,1,Sweep
22547,9/21/2022,13:40:00,Sokoltsov Y.,Sokolov S.,0,3,2,11,9,11,2,11,,,,,0,0.4724,0.8662,1051.5,1980.9,-929.4000000000001,0,6,Sweep
22548,9/21/2022,13:45:00,Hlaholev M.,Fedoryshyn I.,0,3,9,11,9,11,7,11,,,,,0,0.4114,0.8014,1025.1,1748.5,-723.4000000000001,1,10,Sweep
22549,9/21/2022,13:45:00,Lyevshyn V.,Martinka S.,3,0,11,9,11,6,12,10,,,,,1,0.8942,0.4699,2019.2,1084.6,934.6000000000001,0,2,Sweep
22550,9/21/2022,13:50:00,Vasylets A.,Mischenko S.,1,3,10,12,8,11,11,8,11.0,13.0,,,0,0.3644,0.5095,832.9,1150.8,-317.9,0,1,Secure
22551,9/21/2022,13:55:00,Lipkan D.,Hryshchenko O.,3,1,10,12,11,7,11,8,11.0,9.0,,,1,0.5776,0.6189,1202.7,1408.7,-206.0,0,0,Secure
22552,9/21/2022,14:00:00,Yaremenko R.,Baday M.,0,3,7,11,8,11,6,11,,,,,0,0.6415,0.9196,1470.5,1854.6,-384.0999999999999,2,2,Sweep
22553,9/21/2022,14:05:00,Zhurba A.,Chelpanov S.,3,2,11,6,11,9,7,11,8.0,11.0,11.0,8.0,1,0.8806,0.6863,1718.0,1588.5,129.5,2,4,Secure
22554,9/21/2022,14:25:00,Mishchenko O.,Yurchenko K.,1,3,10,12,11,5,6,11,12.0,14.0,,,0,0.5764,0.5803,1382.6,1435.0,-52.40000000000009,1,1,Secure
22555,9/21/2022,14:30:00,Lyevshyn V.,Hot S.,3,0,12,10,11,8,11,8,,,,,1,0.8943,0.5385,2019.3,1166.3,853.0,1,1,Sweep
22556,9/21/2022,14:35:00,Khomutovskyi Y.,Dulich A.,3,2,7,11,11,13,11,7,11.0,8.0,11.0,4.0,1,0.4103,0.266,970.1,851.2,118.89999999999998,2,0,Comeback
22557,9/21/2022,14:45:00,Samofal Y.,Martinka S.,3,0,11,9,11,5,11,6,,,,,1,0.7607,0.4643,1603.9,1084.5,519.4000000000001,4,0,Sweep
22558,9/21/2022,14:45:00,Hryshchenko O.,Torba R.,2,3,4,11,9,11,11,6,11.0,7.0,8.0,11.0,0,0.6176,0.8294,1390.3,1736.3,-346.0,0,2,Secure
22559,9/21/2022,14:50:00,Rak S.,Danyliuk N.,3,2,11,9,6,11,11,6,8.0,11.0,11.0,5.0,1,0.8374,0.7952,1877.5,1720.3,157.20000000000005,14,0,Neck & Neck
22560,9/21/2022,14:55:00,Zhurba A.,Mishchenko O.,3,0,11,7,11,8,11,9,,,,,1,0.8809,0.5749,1725.7,1372.4,353.29999999999995,3,0,Sweep
22561,9/21/2022,15:00:00,Fedoryshyn I.,Stacho L.,3,0,11,6,11,9,12,10,,,,,1,0.8018,0.4,1748.9,960.6,788.3000000000001,11,1,Sweep
22562,9/21/2022,15:00:00,Syksa A.,Yurchenko K.,0,3,8,11,9,11,8,11,,,,,0,0.3465,0.581,881.3,1445.2,-563.9000000000001,0,2,Sweep
